City,Agency,State,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006_hist,2007_hist,2008_hist,2009_hist,2010_hist,2011_hist,2012_hist,2013_hist,2014_hist,Unnamed: 32,2006_new,2007_new,2008_new,2009_new,2010_new,2011_new,2012_new,2013_new,2014_new,2015,2016,2006_diff,2006_diff_pct,2006,2007_diff,2007_diff_pct,2007,2008_diff,2008_diff_pct,2008,2009_diff,2009_diff_pct,2009,2010_diff,2010_diff_pct,2010,2011_diff,2011_diff_pct,2011,2012_diff,2012_diff_pct,2012,2013_diff,2013_diff_pct,2013,2014_diff,2014_diff_pct,2014
Ansonia,Ansonia Police Dept,CT,40.0,42.0,49.0,69.0,63.0,65.0,102.0,62.0,81.0,40.0,28.0,51.0,99.0,56.0,67.0,46.0,61.0,45.0,49.0,46.0,51.0,36.0,53.0,36.0,38.0,39.0,39.0,58.0,50.0,30.0,,34.0,51.0,36.0,38.0,39.0,39.0,58.0,50.0,30.0,39.0,41.0,-2.0,-0.0555555555556,,-2.0,-0.0377358490566,,0.0,0.0,36.0,0.0,0.0,38.0,0.0,0.0,39.0,0.0,0.0,39.0,0.0,0.0,58.0,0.0,0.0,50.0,0.0,0.0,30.0
Avon,Avon Police Dept,CT,14.0,9.0,10.0,12.0,11.0,19.0,15.0,11.0,8.0,6.0,7.0,8.0,3.0,4.0,10.0,6.0,9.0,6.0,8.0,5.0,4.0,8.0,1.0,3.0,6.0,1.0,2.0,1.0,6.0,8.0,,8.0,1.0,3.0,6.0,1.0,2.0,1.0,6.0,8.0,3.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,8.0
Berlin,Berlin Police Dept,CT,26.0,33.0,36.0,31.0,36.0,32.0,42.0,51.0,42.0,67.0,44.0,41.0,42.0,51.0,38.0,33.0,56.0,47.0,28.0,29.0,30.0,40.0,22.0,31.0,13.0,11.0,20.0,11.0,11.0,19.0,,40.0,22.0,31.0,13.0,11.0,20.0,11.0,11.0,19.0,19.0,28.0,0.0,0.0,40.0,0.0,0.0,22.0,0.0,0.0,31.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,19.0
Bethel,Bethel Police Dept,CT,14.0,11.0,9.0,14.0,8.0,19.0,16.0,14.0,8.0,11.0,11.0,9.0,12.0,2.0,9.0,6.0,12.0,9.0,7.0,1.0,6.0,6.0,2.0,9.0,7.0,6.0,6.0,10.0,6.0,7.0,,6.0,2.0,9.0,7.0,6.0,6.0,10.0,6.0,7.0,2.0,15.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,7.0
Bloomfield,Bloomfield Police Dept,CT,71.0,83.0,136.0,94.0,90.0,107.0,105.0,137.0,97.0,119.0,106.0,83.0,78.0,42.0,37.0,75.0,47.0,55.0,40.0,62.0,49.0,58.0,59.0,53.0,31.0,23.0,27.0,32.0,22.0,22.0,,,55.0,53.0,31.0,20.0,27.0,32.0,22.0,22.0,22.0,43.0,,,,-4.0,-0.0677966101695,,0.0,0.0,53.0,0.0,0.0,31.0,-3.0,-0.130434782609,,0.0,0.0,27.0,0.0,0.0,32.0,0.0,0.0,22.0,0.0,0.0,22.0
Branford,Branford Police Dept,CT,45.0,56.0,75.0,93.0,102.0,86.0,80.0,70.0,58.0,56.0,43.0,56.0,66.0,69.0,35.0,51.0,47.0,80.0,43.0,28.0,52.0,65.0,54.0,59.0,31.0,50.0,55.0,24.0,40.0,23.0,,,54.0,59.0,31.0,50.0,55.0,24.0,40.0,23.0,33.0,29.0,,,,0.0,0.0,54.0,0.0,0.0,59.0,0.0,0.0,31.0,0.0,0.0,50.0,0.0,0.0,55.0,0.0,0.0,24.0,0.0,0.0,40.0,0.0,0.0,23.0
Bridgeport,Bridgeport Police Dept,CT,2948.0,2456.0,2152.0,3513.0,4634.0,4865.0,5883.0,4739.0,3586.0,3023.0,2516.0,2378.0,2453.0,1870.0,1875.0,2168.0,2110.0,1535.0,1204.0,920.0,1283.0,1225.0,1153.0,1137.0,964.0,858.0,1042.0,868.0,663.0,754.0,,1225.0,1153.0,1137.0,964.0,858.0,1042.0,868.0,663.0,754.0,626.0,734.0,0.0,0.0,1225.0,0.0,0.0,1153.0,0.0,0.0,1137.0,0.0,0.0,964.0,0.0,0.0,858.0,0.0,0.0,1042.0,0.0,0.0,868.0,0.0,0.0,663.0,0.0,0.0,754.0
Bristol,Bristol Police Dept,CT,78.0,75.0,118.0,116.0,128.0,161.0,240.0,442.0,202.0,257.0,232.0,188.0,149.0,94.0,93.0,194.0,135.0,123.0,130.0,105.0,104.0,128.0,100.0,87.0,77.0,71.0,114.0,112.0,127.0,92.0,,128.0,100.0,87.0,77.0,71.0,114.0,112.0,127.0,99.0,122.0,110.0,0.0,0.0,128.0,0.0,0.0,100.0,0.0,0.0,87.0,0.0,0.0,77.0,0.0,0.0,71.0,0.0,0.0,114.0,0.0,0.0,112.0,0.0,0.0,127.0,7.0,0.0760869565217,
Brookfield,Brookfield Police Dept,CT,18.0,13.0,28.0,17.0,18.0,15.0,13.0,14.0,16.0,19.0,18.0,10.0,26.0,8.0,2.0,12.0,11.0,12.0,11.0,5.0,10.0,4.0,8.0,9.0,6.0,1.0,6.0,6.0,5.0,4.0,,,8.0,9.0,6.0,1.0,6.0,6.0,5.0,4.0,7.0,9.0,,,,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,4.0
Canton,Canton Town Police Dept,CT,8.0,3.0,1.0,9.0,9.0,4.0,8.0,4.0,9.0,11.0,5.0,5.0,10.0,11.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,12.0,5.0,5.0,6.0,2.0,3.0,3.0,1.0,0.0,,12.0,5.0,5.0,6.0,2.0,3.0,3.0,1.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,0.0
