City,Agency,State,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006_hist,2007_hist,2008_hist,2009_hist,2010_hist,2011_hist,2012_hist,2013_hist,2014_hist,Unnamed: 32,2006_new,2007_new,2008_new,2009_new,2010_new,2011_new,2012_new,2013_new,2014_new,2015,2016,2006_diff,2006_diff_pct,2006,2007_diff,2007_diff_pct,2007,2008_diff,2008_diff_pct,2008,2009_diff,2009_diff_pct,2009,2010_diff,2010_diff_pct,2010,2011_diff,2011_diff_pct,2011,2012_diff,2012_diff_pct,2012,2013_diff,2013_diff_pct,2013,2014_diff,2014_diff_pct,2014
Ansonia,Ansonia Police Dept,CT,425.0,460.0,435.0,629.0,556.0,604.0,573.0,479.0,531.0,483.0,385.0,474.0,613.0,414.0,366.0,252.0,323.0,442.0,363.0,395.0,418.0,386.0,381.0,349.0,354.0,327.0,354.0,455.0,393.0,373.0,,383.0,376.0,347.0,352.0,324.0,354.0,455.0,393.0,372.0,350.0,331.0,-3.0,-0.00777202072539,,-5.0,-0.0131233595801,,-2.0,-0.00573065902579,,-2.0,-0.00564971751412,,-3.0,-0.00917431192661,,0.0,0.0,354.0,0.0,0.0,455.0,0.0,0.0,393.0,-1.0,-0.00268096514745,
Avon,Avon Police Dept,CT,315.0,316.0,276.0,330.0,305.0,301.0,378.0,277.0,249.0,217.0,268.0,245.0,251.0,277.0,207.0,176.0,150.0,193.0,198.0,169.0,184.0,208.0,190.0,135.0,172.0,186.0,179.0,169.0,143.0,171.0,,208.0,190.0,135.0,172.0,186.0,179.0,169.0,143.0,170.0,147.0,131.0,0.0,0.0,208.0,0.0,0.0,190.0,0.0,0.0,135.0,0.0,0.0,172.0,0.0,0.0,186.0,0.0,0.0,179.0,0.0,0.0,169.0,0.0,0.0,143.0,-1.0,-0.00584795321637,
Berlin,Berlin Police Dept,CT,320.0,361.0,364.0,340.0,336.0,361.0,382.0,331.0,416.0,456.0,418.0,416.0,392.0,388.0,360.0,370.0,461.0,465.0,362.0,396.0,408.0,422.0,424.0,478.0,307.0,342.0,379.0,309.0,281.0,306.0,,421.0,410.0,479.0,306.0,340.0,379.0,309.0,277.0,298.0,321.0,323.0,-1.0,-0.00236966824645,,-14.0,-0.0330188679245,,1.0,0.00209205020921,,-1.0,-0.00325732899023,,-2.0,-0.00584795321637,,0.0,0.0,379.0,0.0,0.0,309.0,-4.0,-0.0142348754448,,-8.0,-0.0261437908497,
Bethel,Bethel Police Dept,CT,253.0,217.0,235.0,279.0,262.0,251.0,318.0,256.0,205.0,220.0,166.0,268.0,171.0,150.0,190.0,162.0,147.0,176.0,185.0,126.0,144.0,144.0,111.0,172.0,215.0,195.0,306.0,321.0,180.0,164.0,,121.0,108.0,167.0,214.0,195.0,306.0,321.0,180.0,164.0,169.0,162.0,-23.0,-0.159722222222,,-3.0,-0.027027027027,,-5.0,-0.0290697674419,,-1.0,-0.0046511627907,,0.0,0.0,195.0,0.0,0.0,306.0,0.0,0.0,321.0,0.0,0.0,180.0,0.0,0.0,164.0
Bloomfield,Bloomfield Police Dept,CT,1173.0,1000.0,1127.0,960.0,840.0,916.0,1022.0,989.0,798.0,794.0,834.0,659.0,570.0,532.0,467.0,619.0,588.0,597.0,551.0,545.0,590.0,616.0,609.0,556.0,525.0,546.0,455.0,505.0,485.0,514.0,,,577.0,553.0,499.0,490.0,455.0,505.0,464.0,503.0,505.0,515.0,,,,-32.0,-0.0525451559934,,-3.0,-0.00539568345324,,-26.0,-0.0495238095238,,-56.0,-0.102564102564,,0.0,0.0,455.0,0.0,0.0,505.0,-21.0,-0.0432989690722,,-11.0,-0.0214007782101,
Branford,Branford Police Dept,CT,520.0,659.0,630.0,716.0,634.0,611.0,689.0,556.0,476.0,498.0,540.0,669.0,891.0,938.0,843.0,762.0,895.0,867.0,860.0,772.0,735.0,727.0,784.0,807.0,674.0,807.0,749.0,675.0,635.0,664.0,,,780.0,806.0,671.0,804.0,749.0,675.0,634.0,661.0,691.0,543.0,,,,-4.0,-0.00510204081633,,-1.0,-0.00123915737299,,-3.0,-0.00445103857567,,-3.0,-0.00371747211896,,0.0,0.0,749.0,0.0,0.0,675.0,-1.0,-0.00157480314961,,-3.0,-0.00451807228916,
Bridgeport,Bridgeport Police Dept,CT,13614.0,12025.0,11411.0,12566.0,14770.0,14896.0,14528.0,13320.0,11059.0,8989.0,8801.0,8934.0,8955.0,7059.0,6465.0,6916.0,6252.0,6856.0,6401.0,6238.0,7118.0,6987.0,6577.0,6174.0,5615.0,4683.0,5607.0,5153.0,4464.0,4285.0,,6987.0,6577.0,6174.0,5615.0,4683.0,5607.0,5153.0,4464.0,4285.0,3496.0,3258.0,0.0,0.0,6987.0,0.0,0.0,6577.0,0.0,0.0,6174.0,0.0,0.0,5615.0,0.0,0.0,4683.0,0.0,0.0,5607.0,0.0,0.0,5153.0,0.0,0.0,4464.0,0.0,0.0,4285.0
Bristol,Bristol Police Dept,CT,1436.0,1530.0,1687.0,1565.0,1775.0,2082.0,2296.0,2327.0,1835.0,1870.0,1871.0,1739.0,1557.0,1399.0,1282.0,1494.0,1497.0,1629.0,1755.0,1667.0,1588.0,1692.0,1548.0,1462.0,1104.0,1335.0,1496.0,1590.0,1399.0,1507.0,,1692.0,1548.0,1462.0,1104.0,1335.0,1496.0,1590.0,1400.0,1513.0,1218.0,953.0,0.0,0.0,1692.0,0.0,0.0,1548.0,0.0,0.0,1462.0,0.0,0.0,1104.0,0.0,0.0,1335.0,0.0,0.0,1496.0,0.0,0.0,1590.0,1.0,0.000714796283059,,6.0,0.00398142003981,
Brookfield,Brookfield Police Dept,CT,350.0,286.0,241.0,331.0,350.0,312.0,353.0,325.0,350.0,275.0,245.0,242.0,214.0,174.0,164.0,185.0,145.0,203.0,178.0,169.0,136.0,168.0,171.0,165.0,168.0,142.0,200.0,191.0,162.0,162.0,,,170.0,167.0,168.0,142.0,200.0,191.0,162.0,162.0,137.0,126.0,,,,-1.0,-0.00584795321637,,2.0,0.0121212121212,,0.0,0.0,168.0,0.0,0.0,142.0,0.0,0.0,200.0,0.0,0.0,191.0,0.0,0.0,162.0,0.0,0.0,162.0
Canton,Canton Town Police Dept,CT,142.0,116.0,110.0,149.0,138.0,175.0,162.0,127.0,152.0,127.0,170.0,150.0,155.0,130.0,106.0,125.0,105.0,128.0,112.0,129.0,116.0,129.0,133.0,126.0,86.0,114.0,106.0,88.0,74.0,75.0,,129.0,133.0,126.0,86.0,114.0,106.0,88.0,72.0,72.0,49.0,120.0,0.0,0.0,129.0,0.0,0.0,133.0,0.0,0.0,126.0,0.0,0.0,86.0,0.0,0.0,114.0,0.0,0.0,106.0,0.0,0.0,88.0,-2.0,-0.027027027027,,-3.0,-0.04,
Cheshire,Cheshire Police Dept,CT,485.0,432.0,485.0,443.0,464.0,517.0,486.0,436.0,562.0,539.0,533.0,468.0,396.0,372.0,373.0,365.0,348.0,341.0,293.0,314.0,222.0,251.0,280.0,293.0,294.0,315.0,284.0,265.0,202.0,240.0,,247.0,271.0,293.0,293.0,303.0,284.0,265.0,204.0,240.0,189.0,244.0,-4.0,-0.0159362549801,,-9.0,-0.0321428571429,,0.0,0.0,293.0,-1.0,-0.00340136054422,,-12.0,-0.0380952380952,,0.0,0.0,284.0,0.0,0.0,265.0,2.0,0.00990099009901,,0.0,0.0,240.0
Clinton,Clinton Police Dept,CT,271.0,241.0,265.0,298.0,312.0,291.0,284.0,271.0,227.0,207.0,206.0,268.0,248.0,260.0,146.0,167.0,183.0,277.0,254.0,271.0,281.0,275.0,257.0,369.0,305.0,391.0,318.0,302.0,266.0,261.0,,,256.0,369.0,304.0,388.0,318.0,302.0,266.0,262.0,289.0,282.0,,,,-1.0,-0.00389105058366,,0.0,0.0,369.0,-1.0,-0.00327868852459,,-3.0,-0.0076726342711,,0.0,0.0,318.0,0.0,0.0,302.0,0.0,0.0,266.0,1.0,0.00383141762452,
Coventry,Coventry Police Dept,CT,169.0,158.0,188.0,137.0,197.0,210.0,158.0,159.0,224.0,163.0,177.0,131.0,121.0,132.0,135.0,111.0,183.0,101.0,137.0,134.0,146.0,150.0,156.0,143.0,165.0,167.0,191.0,170.0,147.0,135.0,,,156.0,137.0,161.0,165.0,191.0,170.0,146.0,133.0,92.0,127.0,,,,0.0,0.0,156.0,-6.0,-0.041958041958,,-4.0,-0.0242424242424,,-2.0,-0.0119760479042,,0.0,0.0,191.0,0.0,0.0,170.0,-1.0,-0.00680272108844,,-2.0,-0.0148148148148,
Cromwell,Cromwell Police Dept,CT,359.0,337.0,310.0,336.0,313.0,443.0,378.0,386.0,414.0,423.0,358.0,350.0,348.0,308.0,359.0,302.0,340.0,251.0,329.0,310.0,322.0,326.0,315.0,315.0,379.0,354.0,340.0,290.0,277.0,308.0,,,315.0,315.0,378.0,354.0,340.0,290.0,277.0,294.0,344.0,369.0,,,,0.0,0.0,315.0,0.0,0.0,315.0,-1.0,-0.00263852242744,,0.0,0.0,354.0,0.0,0.0,340.0,0.0,0.0,290.0,0.0,0.0,277.0,-14.0,-0.0454545454545,
Danbury,Danbury Police Dept,CT,2646.0,2453.0,2729.0,3060.0,3228.0,3190.0,3461.0,3402.0,3352.0,3409.0,3590.0,3397.0,2810.0,2211.0,2156.0,1950.0,1872.0,2045.0,1722.0,1858.0,1579.0,1601.0,1482.0,1626.0,1536.0,1515.0,1588.0,1562.0,1257.0,1355.0,,1601.0,1482.0,1626.0,1536.0,1515.0,1588.0,1562.0,1257.0,1352.0,1361.0,1363.0,0.0,0.0,1601.0,0.0,0.0,1482.0,0.0,0.0,1626.0,0.0,0.0,1536.0,0.0,0.0,1515.0,0.0,0.0,1588.0,0.0,0.0,1562.0,0.0,0.0,1257.0,-3.0,-0.00221402214022,
Darien,Darien Police Dept,CT,439.0,558.0,527.0,505.0,502.0,506.0,527.0,389.0,400.0,371.0,321.0,344.0,292.0,327.0,259.0,287.0,229.0,161.0,193.0,213.0,160.0,187.0,206.0,210.0,130.0,142.0,150.0,99.0,80.0,190.0,,185.0,206.0,207.0,130.0,142.0,150.0,99.0,80.0,191.0,222.0,242.0,-2.0,-0.0106951871658,,0.0,0.0,206.0,-3.0,-0.0142857142857,,0.0,0.0,130.0,0.0,0.0,142.0,0.0,0.0,150.0,0.0,0.0,99.0,0.0,0.0,80.0,1.0,0.00526315789474,
Derby,Derby Police Dept,CT,462.0,498.0,399.0,459.0,559.0,526.0,484.0,403.0,504.0,521.0,622.0,504.0,447.0,443.0,401.0,399.0,402.0,392.0,326.0,455.0,368.0,319.0,473.0,351.0,389.0,373.0,373.0,397.0,315.0,332.0,,,471.0,344.0,386.0,380.0,373.0,397.0,316.0,331.0,361.0,298.0,,,,-2.0,-0.00422832980973,,-7.0,-0.019943019943,,-3.0,-0.00771208226221,,7.0,0.0187667560322,,0.0,0.0,373.0,0.0,0.0,397.0,1.0,0.0031746031746,,-1.0,-0.00301204819277,
